order_id,order_date,customer_id,status,currency,order_total
SO-00167,2025-02-03,CUST-005,Shipped,USD,9428.34
SO-00168,2025-02-11,CUST-010,Closed,USD,3934.18
SO-00169,2025-02-21,CUST-031,Shipped,USD,5998.16
SO-00170,2025-02-20,CUST-018,Open,USD,8330.78
SO-00171,2025-02-24,CUST-041,Closed,USD,666.84
SO-00172,2025-02-05,CUST-022,Shipped,USD,833.11
SO-00173,2025-02-28,CUST-011,Shipped,USD,6971.08
SO-00174,2025-02-07,CUST-002,Closed,USD,5600.53
SO-00175,2025-02-04,CUST-015,Closed,USD,8273.84
SO-00176,2025-02-07,CUST-017,Closed,USD,20372.98
SO-00177,2025-02-25,CUST-025,Shipped,USD,2306.87
SO-00178,2025-02-18,CUST-027,Shipped,USD,4741.15
SO-00179,2025-02-06,CUST-043,Shipped,USD,9737.79
SO-00180,2025-02-17,CUST-001,Shipped,USD,9103.6
SO-00181,2025-02-11,CUST-037,Shipped,USD,1615.33
SO-00182,2025-02-24,CUST-006,Shipped,USD,1440.96
SO-00183,2025-02-03,CUST-021,Shipped,USD,8323.45
SO-00184,2025-02-05,CUST-017,Open,USD,4835.84
SO-00185,2025-02-19,CUST-036,Closed,USD,8911.14
SO-00186,2025-02-14,CUST-037,Closed,USD,3613.0
SO-00187,2025-02-06,CUST-012,Shipped,USD,3686.76
SO-00188,2025-02-03,CUST-013,Closed,USD,4450.61
SO-00189,2025-02-27,CUST-020,Shipped,USD,3611.49
SO-00190,2025-02-05,CUST-044,Shipped,USD,8810.7
SO-00191,2025-02-28,CUST-022,Shipped,USD,1496.98
SO-00192,2025-02-21,CUST-005,Closed,USD,7254.49
SO-00193,2025-02-19,CUST-003,Closed,USD,1656.75
SO-00194,2025-02-07,CUST-001,Shipped,USD,11167.95
SO-00195,2025-02-26,CUST-045,Shipped,USD,3561.6
SO-00196,2025-02-18,CUST-033,Closed,USD,6841.6
SO-00197,2025-02-18,CUST-031,Shipped,USD,1106.33
SO-00198,2025-02-05,CUST-050,Shipped,USD,2964.57
SO-00199,2025-02-11,CUST-047,Shipped,USD,607.27
SO-00200,2025-02-27,CUST-002,Shipped,USD,2504.99
SO-00201,2025-02-21,CUST-034,Closed,USD,5672.89
SO-00202,2025-02-17,CUST-006,Shipped,USD,5726.63
SO-00203,2025-02-18,CUST-020,Shipped,USD,2107.09
SO-00204,2025-02-05,CUST-015,Shipped,USD,250.63
SO-00205,2025-02-04,CUST-046,Shipped,USD,4471.36
SO-00206,2025-02-21,CUST-012,Shipped,USD,1476.04
SO-00207,2025-03-31,CUST-039,Closed,USD,2040.87
SO-00208,2025-03-13,CUST-011,Closed,USD,7531.92
SO-00209,2025-03-19,CUST-005,Shipped,USD,8039.62
SO-00210,2025-03-20,CUST-013,Closed,USD,1375.89
SO-00211,2025-03-31,CUST-017,Closed,USD,7901.2
SO-00212,2025-03-19,CUST-010,Shipped,USD,7051.09
SO-00213,2025-03-24,CUST-004,Open,USD,207.67
SO-00214,2025-03-24,CUST-012,Shipped,USD,1053.45
SO-00215,2025-03-05,CUST-011,Closed,USD,8050.52
SO-00216,2025-03-31,CUST-018,Shipped,USD,3158.16
SO-00217,2025-03-04,CUST-013,Closed,USD,3894.7
SO-00218,2025-03-26,CUST-037,Closed,USD,4023.59
SO-00219,2025-03-04,CUST-034,Open,USD,2784.02
SO-00220,2025-03-03,CUST-033,Closed,USD,2549.88
SO-00221,2025-03-13,CUST-021,Closed,USD,8571.6
SO-00222,2025-03-20,CUST-001,Shipped,USD,1865.03
SO-00223,2025-03-03,CUST-026,Closed,USD,4427.1
SO-00224,2025-03-03,CUST-048,Closed,USD,60.0
SO-00225,2025-03-21,CUST-042,Shipped,USD,202.86
SO-00226,2025-03-21,CUST-040,Closed,USD,980.28
SO-00227,2025-03-13,CUST-019,Shipped,USD,324.96
SO-00228,2025-03-24,CUST-030,Closed,USD,8681.86
SO-00229,2025-03-25,CUST-033,Shipped,USD,48.9
SO-00230,2025-03-20,CUST-039,Closed,USD,14696.28
SO-00231,2025-03-05,CUST-040,Shipped,USD,10411.17
SO-00232,2025-03-04,CUST-003,Open,USD,5350.88
SO-00233,2025-03-24,CUST-040,Shipped,USD,2548.8
SO-00234,2025-03-24,CUST-027,Shipped,USD,1083.8
SO-00235,2025-03-25,CUST-014,Shipped,USD,4229.79
SO-00236,2025-03-07,CUST-014,Shipped,USD,4990.24
SO-00237,2025-03-14,CUST-029,Shipped,USD,7724.47
SO-00238,2025-03-17,CUST-002,Closed,USD,4980.83
SO-00239,2025-03-04,CUST-015,Closed,USD,166.61
SO-00240,2025-03-19,CUST-048,Shipped,USD,3720.92
SO-00241,2025-03-17,CUST-017,Closed,USD,6043.47
SO-00242,2025-03-04,CUST-014,Closed,USD,7284.79
SO-00243,2025-03-11,CUST-020,Shipped,USD,2696.27
SO-00244,2025-03-11,CUST-029,Closed,USD,4110.72
SO-00245,2025-03-14,CUST-037,Closed,USD,5983.3
SO-00246,2025-03-04,CUST-011,Closed,USD,323.49
SO-00247,2025-03-07,CUST-022,Shipped,USD,6662.33
SO-00248,2025-03-13,CUST-009,Closed,USD,3674.99
SO-00249,2025-03-17,CUST-040,Closed,USD,5226.24
SO-00250,2025-03-31,CUST-037,Closed,USD,8296.27
SO-00251,2025-03-13,CUST-029,Shipped,USD,10169.89
SO-00252,2025-03-31,CUST-035,Shipped,USD,3238.44
SO-00253,2025-03-07,CUST-003,Shipped,USD,666.44
SO-00254,2025-03-11,CUST-008,Closed,USD,8997.54
SO-00255,2025-03-24,CUST-030,Closed,USD,2191.52
SO-00256,2025-03-24,CUST-050,Closed,USD,6787.14
SO-00257,2025-03-25,CUST-048,Shipped,USD,915.34
SO-00258,2025-03-06,CUST-022,Shipped,USD,3491.32
SO-00259,2025-03-04,CUST-010,Closed,USD,9672.33
SO-00260,2025-03-24,CUST-024,Closed,USD,4395.22
SO-00261,2025-03-28,CUST-038,Closed,USD,2079.13
SO-00262,2025-03-12,CUST-028,Shipped,USD,3787.24
SO-00263,2025-03-18,CUST-043,Closed,USD,337.52
SO-00264,2025-03-27,CUST-038,Closed,USD,13239.88
SO-00265,2025-03-26,CUST-020,Shipped,USD,1910.88
SO-00266,2025-03-11,CUST-001,Shipped,USD,5313.6
SO-00267,2025-03-26,CUST-021,Closed,USD,3806.1
SO-00268,2025-03-17,CUST-031,Open,USD,4511.4
SO-00269,2025-03-27,CUST-044,Closed,USD,5685.47
SO-00270,2025-03-12,CUST-036,Shipped,USD,8979.99
SO-00271,2025-03-21,CUST-008,Closed,USD,7673.17
SO-00272,2025-03-21,CUST-049,Shipped,USD,1332.31
SO-00273,2025-03-06,CUST-034,Closed,USD,2456.81
SO-00274,2025-03-17,CUST-012,Closed,USD,889.37
SO-00275,2025-03-04,CUST-016,Shipped,USD,3783.81
SO-00276,2025-03-28,CUST-047,Shipped,USD,1479.02
SO-00277,2025-03-14,CUST-035,Shipped,USD,7996.85
SO-00278,2025-03-10,CUST-036,Closed,USD,609.42
SO-00279,2025-03-31,CUST-021,Shipped,USD,16326.17
SO-00280,2025-03-12,CUST-021,Closed,USD,84.35
SO-00281,2025-03-14,CUST-045,Closed,USD,2659.61
SO-00282,2025-03-07,CUST-039,Closed,USD,591.08
SO-00283,2025-03-06,CUST-036,Closed,USD,3527.04
SO-00284,2025-03-04,CUST-024,Closed,USD,2541.52
SO-00285,2025-03-24,CUST-033,Closed,USD,86.56
SO-00286,2025-03-07,CUST-003,Shipped,USD,9375.75
SO-00287,2025-03-12,CUST-050,Shipped,USD,2036.48
SO-00288,2025-03-26,CUST-001,Shipped,USD,1920.66
SO-00289,2025-03-25,CUST-031,Closed,USD,9097.44
SO-00290,2025-03-11,CUST-028,Closed,USD,5575.2
SO-00291,2025-03-26,CUST-016,Open,USD,2005.04
SO-00292,2025-03-10,CUST-047,Open,USD,598.26
SO-00293,2025-03-31,CUST-021,Closed,USD,502.96
SO-00294,2025-03-27,CUST-029,Closed,USD,746.64
SO-00295,2025-03-31,CUST-011,Shipped,USD,17125.49
SO-00296,2025-03-11,CUST-025,Closed,USD,1834.64
SO-00297,2025-03-11,CUST-008,Closed,USD,5845.13
SO-00298,2025-03-25,CUST-028,Shipped,USD,16223.78
SO-00299,2025-03-20,CUST-047,Shipped,USD,4233.78
SO-00300,2025-03-13,CUST-050,Open,USD,3413.35
SO-00301,2025-03-14,CUST-014,Shipped,USD,2960.77
SO-00302,2025-03-05,CUST-050,Shipped,USD,5298.83
SO-00303,2025-03-13,CUST-034,Shipped,USD,4046.75
SO-00304,2025-03-28,CUST-007,Closed,USD,16208.03
SO-00305,2025-03-14,CUST-010,Open,USD,28995.84
SO-00306,2025-03-13,CUST-041,Closed,USD,2895.29
SO-00307,2025-03-04,CUST-018,Shipped,USD,3365.47
SO-00308,2025-03-27,CUST-017,Shipped,USD,4051.87
SO-00309,2025-03-10,CUST-026,Shipped,USD,3616.45
SO-00310,2025-03-19,CUST-014,Open,USD,2449.14
SO-00311,2025-03-14,CUST-027,Shipped,USD,3469.44
SO-00312,2025-03-13,CUST-016,Shipped,USD,6907.8
SO-00313,2025-03-18,CUST-023,Shipped,USD,13930.92
SO-00314,2025-03-04,CUST-045,Closed,USD,3241.74
SO-00315,2025-03-04,CUST-044,Shipped,USD,5217.92
SO-00316,2025-03-28,CUST-023,Shipped,USD,2800.46
SO-00317,2025-03-06,CUST-014,Closed,USD,6209.18
SO-00318,2025-03-17,CUST-024,Closed,USD,2320.98
SO-00319,2025-03-03,CUST-048,Shipped,USD,3472.82
SO-00320,2025-03-07,CUST-006,Closed,USD,2211.12
SO-00321,2025-03-07,CUST-040,Shipped,USD,6788.52
SO-00322,2025-03-10,CUST-003,Open,USD,11213.62
SO-00323,2025-03-11,CUST-049,Shipped,USD,6132.86
SO-00324,2025-03-18,CUST-001,Shipped,USD,3440.8
SO-00325,2025-03-26,CUST-034,Shipped,USD,5282.07
SO-00326,2025-03-21,CUST-014,Shipped,USD,7171.59
SO-00327,2025-03-05,CUST-047,Closed,USD,3514.88
SO-00328,2025-03-28,CUST-009,Shipped,USD,453.38
SO-00329,2025-03-17,CUST-005,Shipped,USD,13044.84
SO-00330,2025-03-25,CUST-028,Shipped,USD,2573.04
SO-00331,2025-03-12,CUST-046,Closed,USD,13264.29
SO-00332,2025-03-24,CUST-049,Closed,USD,5428.88
SO-00333,2025-03-11,CUST-039,Shipped,USD,2782.65
SO-00334,2025-03-26,CUST-018,Closed,USD,319.64
SO-00335,2025-03-17,CUST-021,Shipped,USD,3348.68
SO-00336,2025-03-20,CUST-011,Shipped,USD,2900.39
SO-00337,2025-03-10,CUST-041,Closed,USD,21616.2
SO-00338,2025-03-31,CUST-001,Shipped,USD,5150.99
SO-00339,2025-03-18,CUST-035,Shipped,USD,9931.51
SO-00340,2025-03-14,CUST-049,Closed,USD,889.18
SO-00341,2025-03-31,CUST-013,Shipped,USD,5276.24
SO-00342,2025-03-28,CUST-005,Closed,USD,2954.55
SO-00343,2025-03-25,CUST-024,Closed,USD,5583.36
SO-00344,2025-03-19,CUST-007,Shipped,USD,2427.66
SO-00345,2025-03-13,CUST-027,Shipped,USD,8490.4
SO-00346,2025-03-05,CUST-004,Closed,USD,12479.31
SO-00347,2025-03-04,CUST-012,Shipped,USD,3421.64
SO-00348,2025-03-17,CUST-043,Closed,USD,2000.23
SO-00349,2025-03-14,CUST-009,Open,USD,12219.82
SO-00350,2025-03-10,CUST-004,Shipped,USD,1041.3
SO-00351,2025-03-20,CUST-009,Closed,USD,1097.9
SO-00352,2025-03-20,CUST-028,Shipped,USD,8679.21
SO-00353,2025-03-19,CUST-038,Shipped,USD,9690.18
SO-00354,2025-03-19,CUST-003,Shipped,USD,5155.6
SO-00355,2025-03-10,CUST-019,Closed,USD,2084.18
SO-00356,2025-03-18,CUST-008,Shipped,USD,12943.74
SO-00357,2025-03-27,CUST-025,Shipped,USD,4379.4
SO-00358,2025-03-11,CUST-010,Shipped,USD,5265.71
SO-00359,2025-03-18,CUST-002,Shipped,USD,7954.22
SO-00360,2025-04-08,CUST-022,Shipped,USD,2354.44
SO-00361,2025-04-25,CUST-017,Closed,USD,999.49
SO-00362,2025-04-15,CUST-044,Shipped,USD,2618.28
SO-00363,2025-04-10,CUST-025,Closed,USD,2514.14
SO-00364,2025-04-18,CUST-022,Closed,USD,4193.76
SO-00365,2025-04-15,CUST-037,Closed,USD,2313.07
SO-00366,2025-04-02,CUST-007,Shipped,USD,4770.87
SO-00367,2025-04-15,CUST-034,Shipped,USD,2375.2
SO-00368,2025-04-29,CUST-020,Closed,USD,8130.42
SO-00369,2025-04-09,CUST-013,Closed,USD,983.7
SO-00370,2025-04-29,CUST-021,Shipped,USD,5425.76
SO-00371,2025-04-03,CUST-024,Closed,USD,279.41
SO-00372,2025-04-18,CUST-042,Shipped,USD,371.8
SO-00373,2025-04-22,CUST-008,Shipped,USD,2627.22
SO-00374,2025-04-16,CUST-042,Shipped,USD,14367.34
SO-00375,2025-04-22,CUST-042,Shipped,USD,7140.68
SO-00376,2025-04-16,CUST-027,Shipped,USD,5852.9
SO-00377,2025-04-08,CUST-044,Shipped,USD,13287.6
SO-00378,2025-04-03,CUST-050,Open,USD,1536.27
SO-00379,2025-04-29,CUST-035,Shipped,USD,796.4
SO-00380,2025-04-16,CUST-036,Closed,USD,1421.54
SO-00381,2025-04-11,CUST-016,Shipped,USD,6136.79
SO-00382,2025-04-02,CUST-016,Shipped,USD,1955.39
SO-00383,2025-04-15,CUST-044,Shipped,USD,82.5
SO-00384,2025-04-08,CUST-008,Shipped,USD,11449.44
SO-00385,2025-04-22,CUST-033,Closed,USD,10966.06
SO-00386,2025-04-11,CUST-005,Closed,USD,1817.62
SO-00387,2025-04-09,CUST-013,Closed,USD,8648.94
SO-00388,2025-04-23,CUST-025,Shipped,USD,8693.56
SO-00389,2025-04-18,CUST-013,Shipped,USD,5750.01
SO-00390,2025-04-04,CUST-014,Shipped,USD,8771.06
SO-00391,2025-04-10,CUST-042,Closed,USD,1091.49
SO-00392,2025-04-11,CUST-019,Closed,USD,2410.41
SO-00393,2025-04-01,CUST-037,Shipped,USD,6448.78
SO-00394,2025-04-29,CUST-003,Shipped,USD,14176.0
SO-00395,2025-04-23,CUST-015,Shipped,USD,1000.8
SO-00396,2025-04-28,CUST-041,Closed,USD,9878.76
SO-00397,2025-04-29,CUST-015,Shipped,USD,7489.54
SO-00398,2025-04-07,CUST-049,Closed,USD,1583.05
SO-00399,2025-04-30,CUST-035,Shipped,USD,8571.57
SO-00400,2025-04-02,CUST-048,Shipped,USD,4544.43
SO-00401,2025-04-04,CUST-029,Closed,USD,1809.29
SO-00402,2025-04-01,CUST-038,Shipped,USD,2763.04
SO-00403,2025-04-03,CUST-021,Shipped,USD,1536.1
SO-00404,2025-04-22,CUST-030,Shipped,USD,4811.45
SO-00405,2025-04-03,CUST-046,Shipped,USD,644.54
SO-00406,2025-04-08,CUST-036,Closed,USD,16639.67
SO-00407,2025-04-09,CUST-039,Shipped,USD,996.21
SO-00408,2025-04-23,CUST-006,Open,USD,5648.85
SO-00409,2025-04-16,CUST-006,Shipped,USD,4309.74
SO-00410,2025-04-11,CUST-028,Shipped,USD,2051.68
SO-00411,2025-04-21,CUST-046,Closed,USD,4172.9
SO-00412,2025-04-09,CUST-030,Open,USD,302.56
SO-00413,2025-04-02,CUST-002,Shipped,USD,4520.64
SO-00414,2025-04-11,CUST-046,Shipped,USD,5119.56
SO-00415,2025-04-09,CUST-017,Shipped,USD,5849.37
SO-00416,2025-04-30,CUST-013,Shipped,USD,4480.78
SO-00417,2025-04-17,CUST-027,Closed,USD,16251.78
SO-00418,2025-04-04,CUST-009,Closed,USD,4011.92
SO-00419,2025-04-02,CUST-041,Closed,USD,11710.96
SO-00420,2025-04-15,CUST-047,Closed,USD,11890.1
SO-00421,2025-04-23,CUST-025,Closed,USD,491.2
SO-00422,2025-04-21,CUST-035,Closed,USD,943.8
SO-00423,2025-04-01,CUST-029,Shipped,USD,10047.81
SO-00424,2025-04-11,CUST-038,Closed,USD,9858.18
SO-00425,2025-04-02,CUST-026,Shipped,USD,1286.2
SO-00426,2025-04-04,CUST-050,Shipped,USD,6408.17
SO-00427,2025-04-30,CUST-001,Shipped,USD,942.14
SO-00428,2025-04-16,CUST-003,Shipped,USD,811.54
SO-00429,2025-04-11,CUST-042,Closed,USD,5300.84
SO-00430,2025-04-03,CUST-032,Shipped,USD,1928.2
SO-00431,2025-04-02,CUST-021,Shipped,USD,11677.56
SO-00432,2025-04-01,CUST-048,Shipped,USD,5753.12
SO-00433,2025-04-15,CUST-032,Shipped,USD,582.8
SO-00434,2025-04-04,CUST-019,Shipped,USD,7331.45
SO-00435,2025-04-18,CUST-039,Closed,USD,4750.14
SO-00436,2025-04-16,CUST-040,Shipped,USD,3321.82
SO-00437,2025-04-24,CUST-002,Shipped,USD,8758.44
SO-00438,2025-04-04,CUST-031,Shipped,USD,162.57
SO-00439,2025-04-10,CUST-015,Shipped,USD,385.26
SO-00440,2025-04-02,CUST-026,Shipped,USD,10123.04
SO-00441,2025-04-16,CUST-006,Closed,USD,4394.82
SO-00442,2025-04-03,CUST-014,Closed,USD,5168.86
SO-00443,2025-04-03,CUST-003,Shipped,USD,650.87
SO-00444,2025-04-28,CUST-031,Open,USD,982.4
SO-00445,2025-04-24,CUST-022,Shipped,USD,4793.35
