journal_id,line_id,posting_date,account_id,debit,credit,description,source_doc,cost_center
JE-000022,GL-000095,2025-01-28,4060,0.0,2344.8,Sales Accessories - SO-00009,SO-00009,
JE-000022,GL-000096,2025-01-28,4040,0.0,2631.8,Sales Suspension - SO-00009,SO-00009,
JE-000023,GL-000097,2025-01-28,5020,4936.0,0.0,COGS Engine - SO-00009,SO-00009,
JE-000023,GL-000098,2025-01-28,1220,0.0,4936.0,Inventory release Engine - SO-00009,SO-00009,
JE-000023,GL-000099,2025-01-28,5010,331.2,0.0,COGS Brakes - SO-00009,SO-00009,
JE-000023,GL-000100,2025-01-28,1210,0.0,331.2,Inventory release Brakes - SO-00009,SO-00009,
JE-000023,GL-000101,2025-01-28,5050,380.3,0.0,COGS Body - SO-00009,SO-00009,
JE-000023,GL-000102,2025-01-28,1250,0.0,380.3,Inventory release Body - SO-00009,SO-00009,
JE-000023,GL-000103,2025-01-28,5060,1644.8,0.0,COGS Accessories - SO-00009,SO-00009,
JE-000023,GL-000104,2025-01-28,1260,0.0,1644.8,Inventory release Accessories - SO-00009,SO-00009,
JE-000023,GL-000105,2025-01-28,5040,1939.8,0.0,COGS Suspension - SO-00009,SO-00009,
JE-000023,GL-000106,2025-01-28,1240,0.0,1939.8,Inventory release Suspension - SO-00009,SO-00009,
JE-000024,GL-000107,2025-01-31,1100,9985.2,0.0,Invoice SO-00010 to CUST-048,SO-00010,
JE-000024,GL-000108,2025-01-31,4030,0.0,501.26,Sales Electrical - SO-00010,SO-00010,
JE-000024,GL-000109,2025-01-31,4020,0.0,4162.4,Sales Engine - SO-00010,SO-00010,
JE-000024,GL-000110,2025-01-31,4040,0.0,3642.6,Sales Suspension - SO-00010,SO-00010,
JE-000024,GL-000111,2025-01-31,4010,0.0,1588.56,Sales Brakes - SO-00010,SO-00010,
JE-000024,GL-000112,2025-01-31,4060,0.0,90.38,Sales Accessories - SO-00010,SO-00010,
JE-000025,GL-000113,2025-01-31,5030,362.22,0.0,COGS Electrical - SO-00010,SO-00010,
JE-000025,GL-000114,2025-01-31,1230,0.0,362.22,Inventory release Electrical - SO-00010,SO-00010,
JE-000025,GL-000115,2025-01-31,5020,3392.4,0.0,COGS Engine - SO-00010,SO-00010,
JE-000025,GL-000116,2025-01-31,1220,0.0,3392.4,Inventory release Engine - SO-00010,SO-00010,
JE-000025,GL-000117,2025-01-31,5040,2890.2,0.0,COGS Suspension - SO-00010,SO-00010,
JE-000025,GL-000118,2025-01-31,1240,0.0,2890.2,Inventory release Suspension - SO-00010,SO-00010,
JE-000025,GL-000119,2025-01-31,5010,1061.84,0.0,COGS Brakes - SO-00010,SO-00010,
JE-000025,GL-000120,2025-01-31,1210,0.0,1061.84,Inventory release Brakes - SO-00010,SO-00010,
JE-000025,GL-000121,2025-01-31,5060,73.51,0.0,COGS Accessories - SO-00010,SO-00010,
JE-000025,GL-000122,2025-01-31,1260,0.0,73.51,Inventory release Accessories - SO-00010,SO-00010,
JE-000026,GL-000123,2025-01-09,1100,2263.68,0.0,Invoice SO-00011 to CUST-021,SO-00011,
JE-000026,GL-000124,2025-01-09,4010,0.0,2263.68,Sales Brakes - SO-00011,SO-00011,
JE-000027,GL-000125,2025-01-09,5010,1592.76,0.0,COGS Brakes - SO-00011,SO-00011,
JE-000027,GL-000126,2025-01-09,1210,0.0,1592.76,Inventory release Brakes - SO-00011,SO-00011,
JE-000028,GL-000127,2025-02-22,1010,2263.68,0.0,Customer payment CUST-021,SO-00011,
JE-000028,GL-000128,2025-02-22,1100,0.0,2263.68,Apply receipt SO-00011,SO-00011,
JE-000029,GL-000129,2025-01-23,1100,229.14,0.0,Invoice SO-00012 to CUST-006,SO-00012,
JE-000029,GL-000130,2025-01-23,4030,0.0,229.14,Sales Electrical - SO-00012,SO-00012,
JE-000030,GL-000131,2025-01-23,5030,171.27,0.0,COGS Electrical - SO-00012,SO-00012,
JE-000030,GL-000132,2025-01-23,1230,0.0,171.27,Inventory release Electrical - SO-00012,SO-00012,
JE-000031,GL-000133,2025-02-17,1010,229.14,0.0,Customer payment CUST-006,SO-00012,
JE-000031,GL-000134,2025-02-17,1100,0.0,229.14,Apply receipt SO-00012,SO-00012,
JE-000032,GL-000135,2025-01-09,1100,1823.61,0.0,Invoice SO-00013 to CUST-026,SO-00013,
JE-000032,GL-000136,2025-01-09,4030,0.0,955.75,Sales Electrical - SO-00013,SO-00013,
JE-000032,GL-000137,2025-01-09,4040,0.0,360.71,Sales Suspension - SO-00013,SO-00013,
JE-000032,GL-000138,2025-01-09,4010,0.0,507.15,Sales Brakes - SO-00013,SO-00013,
JE-000033,GL-000139,2025-01-09,5030,668.4,0.0,COGS Electrical - SO-00013,SO-00013,
JE-000033,GL-000140,2025-01-09,1230,0.0,668.4,Inventory release Electrical - SO-00013,SO-00013,
JE-000033,GL-000141,2025-01-09,5040,255.64,0.0,COGS Suspension - SO-00013,SO-00013,
JE-000033,GL-000142,2025-01-09,1240,0.0,255.64,Inventory release Suspension - SO-00013,SO-00013,
JE-000033,GL-000143,2025-01-09,5010,331.2,0.0,COGS Brakes - SO-00013,SO-00013,
JE-000033,GL-000144,2025-01-09,1210,0.0,331.2,Inventory release Brakes - SO-00013,SO-00013,
JE-000034,GL-000145,2025-02-12,1010,1823.61,0.0,Customer payment CUST-026,SO-00013,
JE-000034,GL-000146,2025-02-12,1100,0.0,1823.61,Apply receipt SO-00013,SO-00013,
JE-000035,GL-000147,2025-01-15,1100,9102.85,0.0,Invoice SO-00014 to CUST-045,SO-00014,
JE-000035,GL-000148,2025-01-15,4040,0.0,4092.24,Sales Suspension - SO-00014,SO-00014,
JE-000035,GL-000149,2025-01-15,4060,0.0,1266.24,Sales Accessories - SO-00014,SO-00014,
JE-000035,GL-000150,2025-01-15,4010,0.0,3177.84,Sales Brakes - SO-00014,SO-00014,
JE-000035,GL-000151,2025-01-15,4030,0.0,566.53,Sales Electrical - SO-00014,SO-00014,
JE-000036,GL-000152,2025-01-15,5040,3093.76,0.0,COGS Suspension - SO-00014,SO-00014,
JE-000036,GL-000153,2025-01-15,1240,0.0,3093.76,Inventory release Suspension - SO-00014,SO-00014,
JE-000036,GL-000154,2025-01-15,5060,986.88,0.0,COGS Accessories - SO-00014,SO-00014,
JE-000036,GL-000155,2025-01-15,1260,0.0,986.88,Inventory release Accessories - SO-00014,SO-00014,
JE-000036,GL-000156,2025-01-15,5010,2204.4,0.0,COGS Brakes - SO-00014,SO-00014,
JE-000036,GL-000157,2025-01-15,1210,0.0,2204.4,Inventory release Brakes - SO-00014,SO-00014,
JE-000036,GL-000158,2025-01-15,5030,390.94,0.0,COGS Electrical - SO-00014,SO-00014,
JE-000036,GL-000159,2025-01-15,1230,0.0,390.94,Inventory release Electrical - SO-00014,SO-00014,
JE-000037,GL-000160,2025-01-29,1100,998.64,0.0,Invoice SO-00015 to CUST-029,SO-00015,
JE-000037,GL-000161,2025-01-29,4020,0.0,936.7,Sales Engine - SO-00015,SO-00015,
JE-000037,GL-000162,2025-01-29,4060,0.0,61.94,Sales Accessories - SO-00015,SO-00015,
JE-000038,GL-000163,2025-01-29,5020,646.07,0.0,COGS Engine - SO-00015,SO-00015,
JE-000038,GL-000164,2025-01-29,1220,0.0,646.07,Inventory release Engine - SO-00015,SO-00015,
JE-000038,GL-000165,2025-01-29,5060,46.09,0.0,COGS Accessories - SO-00015,SO-00015,
JE-000038,GL-000166,2025-01-29,1260,0.0,46.09,Inventory release Accessories - SO-00015,SO-00015,
JE-000039,GL-000167,2025-01-08,1100,13518.48,0.0,Invoice SO-00016 to CUST-005,SO-00016,
JE-000039,GL-000168,2025-01-08,4050,0.0,11113.99,Sales Body - SO-00016,SO-00016,
JE-000039,GL-000169,2025-01-08,4020,0.0,2404.49,Sales Engine - SO-00016,SO-00016,
JE-000040,GL-000170,2025-01-08,5050,7755.06,0.0,COGS Body - SO-00016,SO-00016,
JE-000040,GL-000171,2025-01-08,1250,0.0,7755.06,Inventory release Body - SO-00016,SO-00016,
JE-000040,GL-000172,2025-01-08,5020,1808.33,0.0,COGS Engine - SO-00016,SO-00016,
JE-000040,GL-000173,2025-01-08,1220,0.0,1808.33,Inventory release Engine - SO-00016,SO-00016,
JE-000041,GL-000174,2025-01-20,1100,3700.64,0.0,Invoice SO-00017 to CUST-026,SO-00017,
JE-000041,GL-000175,2025-01-20,4040,0.0,983.96,Sales Suspension - SO-00017,SO-00017,
JE-000041,GL-000176,2025-01-20,4050,0.0,1042.2,Sales Body - SO-00017,SO-00017,
JE-000041,GL-000177,2025-01-20,4010,0.0,1674.48,Sales Brakes - SO-00017,SO-00017,
JE-000042,GL-000178,2025-01-20,5040,721.96,0.0,COGS Suspension - SO-00017,SO-00017,
JE-000042,GL-000179,2025-01-20,1240,0.0,721.96,Inventory release Suspension - SO-00017,SO-00017,
JE-000042,GL-000180,2025-01-20,5050,752.87,0.0,COGS Body - SO-00017,SO-00017,
JE-000042,GL-000181,2025-01-20,1250,0.0,752.87,Inventory release Body - SO-00017,SO-00017,
JE-000042,GL-000182,2025-01-20,5010,1407.36,0.0,COGS Brakes - SO-00017,SO-00017,
JE-000042,GL-000183,2025-01-20,1210,0.0,1407.36,Inventory release Brakes - SO-00017,SO-00017,
JE-000043,GL-000184,2025-01-16,1100,11358.18,0.0,Invoice SO-00018 to CUST-012,SO-00018,
JE-000043,GL-000185,2025-01-16,4010,0.0,297.0,Sales Brakes - SO-00018,SO-00018,
JE-000043,GL-000186,2025-01-16,4020,0.0,11061.18,Sales Engine - SO-00018,SO-00018,
JE-000044,GL-000187,2025-01-16,5010,211.0,0.0,COGS Brakes - SO-00018,SO-00018,
JE-000044,GL-000188,2025-01-16,1210,0.0,211.0,Inventory release Brakes - SO-00018,SO-00018,
JE-000044,GL-000189,2025-01-16,5020,7540.17,0.0,COGS Engine - SO-00018,SO-00018,
JE-000044,GL-000190,2025-01-16,1220,0.0,7540.17,Inventory release Engine - SO-00018,SO-00018,
JE-000045,GL-000191,2025-01-13,1100,6265.64,0.0,Invoice SO-00020 to CUST-035,SO-00020,
JE-000045,GL-000192,2025-01-13,4040,0.0,3170.64,Sales Suspension - SO-00020,SO-00020,
JE-000045,GL-000193,2025-01-13,4030,0.0,2514.8,Sales Electrical - SO-00020,SO-00020,
JE-000045,GL-000194,2025-01-13,4010,0.0,449.44,Sales Brakes - SO-00020,SO-00020,
JE-000045,GL-000195,2025-01-13,4060,0.0,130.76,Sales Accessories - SO-00020,SO-00020,
JE-000046,GL-000196,2025-01-13,5040,2221.56,0.0,COGS Suspension - SO-00020,SO-00020,
JE-000046,GL-000197,2025-01-13,1240,0.0,2221.56,Inventory release Suspension - SO-00020,SO-00020,
JE-000046,GL-000198,2025-01-13,5030,1749.55,0.0,COGS Electrical - SO-00020,SO-00020,
JE-000046,GL-000199,2025-01-13,1230,0.0,1749.55,Inventory release Electrical - SO-00020,SO-00020,
JE-000046,GL-000200,2025-01-13,5010,361.88,0.0,COGS Brakes - SO-00020,SO-00020,
JE-000046,GL-000201,2025-01-13,1210,0.0,361.88,Inventory release Brakes - SO-00020,SO-00020,
JE-000046,GL-000202,2025-01-13,5060,92.18,0.0,COGS Accessories - SO-00020,SO-00020,
JE-000046,GL-000203,2025-01-13,1260,0.0,92.18,Inventory release Accessories - SO-00020,SO-00020,
JE-000047,GL-000204,2025-01-07,1100,9580.26,0.0,Invoice SO-00021 to CUST-039,SO-00021,
JE-000047,GL-000205,2025-01-07,4020,0.0,1509.61,Sales Engine - SO-00021,SO-00021,
JE-000047,GL-000206,2025-01-07,4040,0.0,7449.6,Sales Suspension - SO-00021,SO-00021,
JE-000047,GL-000207,2025-01-07,4010,0.0,621.05,Sales Brakes - SO-00021,SO-00021,
JE-000048,GL-000208,2025-01-07,5020,1053.49,0.0,COGS Engine - SO-00021,SO-00021,
JE-000048,GL-000209,2025-01-07,1220,0.0,1053.49,Inventory release Engine - SO-00021,SO-00021,
JE-000048,GL-000210,2025-01-07,5040,5112.8,0.0,COGS Suspension - SO-00021,SO-00021,
JE-000048,GL-000211,2025-01-07,1240,0.0,5112.8,Inventory release Suspension - SO-00021,SO-00021,
JE-000048,GL-000212,2025-01-07,5010,452.22,0.0,COGS Brakes - SO-00021,SO-00021,
JE-000048,GL-000213,2025-01-07,1210,0.0,452.22,Inventory release Brakes - SO-00021,SO-00021,
JE-000049,GL-000214,2025-02-15,1010,9580.26,0.0,Customer payment CUST-039,SO-00021,
JE-000049,GL-000215,2025-02-15,1100,0.0,9580.26,Apply receipt SO-00021,SO-00021,
JE-000050,GL-000216,2025-01-28,1100,1698.08,0.0,Invoice SO-00022 to CUST-020,SO-00022,
JE-000050,GL-000217,2025-01-28,4020,0.0,1698.08,Sales Engine - SO-00022,SO-00022,
JE-000051,GL-000218,2025-01-28,5020,1229.4,0.0,COGS Engine - SO-00022,SO-00022,
JE-000051,GL-000219,2025-01-28,1220,0.0,1229.4,Inventory release Engine - SO-00022,SO-00022,
JE-000052,GL-000220,2025-01-02,1100,1633.8,0.0,Invoice SO-00023 to CUST-003,SO-00023,
JE-000052,GL-000221,2025-01-02,4060,0.0,1633.8,Sales Accessories - SO-00023,SO-00023,
JE-000053,GL-000222,2025-01-02,5060,1212.8,0.0,COGS Accessories - SO-00023,SO-00023,
JE-000053,GL-000223,2025-01-02,1260,0.0,1212.8,Inventory release Accessories - SO-00023,SO-00023,
JE-000054,GL-000224,2025-01-03,1100,6234.2,0.0,Invoice SO-00025 to CUST-048,SO-00025,
JE-000054,GL-000225,2025-01-03,4060,0.0,2487.66,Sales Accessories - SO-00025,SO-00025,
JE-000054,GL-000226,2025-01-03,4020,0.0,1873.18,Sales Engine - SO-00025,SO-00025,
JE-000054,GL-000227,2025-01-03,4010,0.0,1873.36,Sales Brakes - SO-00025,SO-00025,
JE-000055,GL-000228,2025-01-03,5060,1772.68,0.0,COGS Accessories - SO-00025,SO-00025,
JE-000055,GL-000229,2025-01-03,1260,0.0,1772.68,Inventory release Accessories - SO-00025,SO-00025,
JE-000055,GL-000230,2025-01-03,5020,1367.99,0.0,COGS Engine - SO-00025,SO-00025,
JE-000055,GL-000231,2025-01-03,1220,0.0,1367.99,Inventory release Engine - SO-00025,SO-00025,
JE-000055,GL-000232,2025-01-03,5010,1364.96,0.0,COGS Brakes - SO-00025,SO-00025,
JE-000055,GL-000233,2025-01-03,1210,0.0,1364.96,Inventory release Brakes - SO-00025,SO-00025,
JE-000056,GL-000234,2025-01-21,1100,3227.72,0.0,Invoice SO-00026 to CUST-004,SO-00026,
JE-000056,GL-000235,2025-01-21,4010,0.0,310.08,Sales Brakes - SO-00026,SO-00026,
JE-000056,GL-000236,2025-01-21,4040,0.0,745.14,Sales Suspension - SO-00026,SO-00026,
JE-000056,GL-000237,2025-01-21,4050,0.0,1476.3,Sales Body - SO-00026,SO-00026,
JE-000056,GL-000238,2025-01-21,4060,0.0,696.2,Sales Accessories - SO-00026,SO-00026,
JE-000057,GL-000239,2025-01-21,5010,234.56,0.0,COGS Brakes - SO-00026,SO-00026,
JE-000057,GL-000240,2025-01-21,1210,0.0,234.56,Inventory release Brakes - SO-00026,SO-00026,
JE-000057,GL-000241,2025-01-21,5040,539.8,0.0,COGS Suspension - SO-00026,SO-00026,
JE-000057,GL-000242,2025-01-21,1240,0.0,539.8,Inventory release Suspension - SO-00026,SO-00026,
JE-000057,GL-000243,2025-01-21,5050,1110.7,0.0,COGS Body - SO-00026,SO-00026,
JE-000057,GL-000244,2025-01-21,1250,0.0,1110.7,Inventory release Body - SO-00026,SO-00026,
JE-000057,GL-000245,2025-01-21,5060,484.18,0.0,COGS Accessories - SO-00026,SO-00026,
JE-000057,GL-000246,2025-01-21,1260,0.0,484.18,Inventory release Accessories - SO-00026,SO-00026,
JE-000058,GL-000247,2025-02-20,1010,3227.72,0.0,Customer payment CUST-004,SO-00026,
JE-000058,GL-000248,2025-02-20,1100,0.0,3227.72,Apply receipt SO-00026,SO-00026,
JE-000059,GL-000249,2025-01-08,1100,6402.25,0.0,Invoice SO-00027 to CUST-033,SO-00027,
JE-000059,GL-000250,2025-01-08,4010,0.0,6122.53,Sales Brakes - SO-00027,SO-00027,
JE-000059,GL-000251,2025-01-08,4060,0.0,279.72,Sales Accessories - SO-00027,SO-00027,
JE-000060,GL-000252,2025-01-08,5010,4619.34,0.0,COGS Brakes - SO-00027,SO-00027,
JE-000060,GL-000253,2025-01-08,1210,0.0,4619.34,Inventory release Brakes - SO-00027,SO-00027,
JE-000060,GL-000254,2025-01-08,5060,193.36,0.0,COGS Accessories - SO-00027,SO-00027,
JE-000060,GL-000255,2025-01-08,1260,0.0,193.36,Inventory release Accessories - SO-00027,SO-00027,
JE-000061,GL-000256,2025-01-29,1100,239.3,0.0,Invoice SO-00028 to CUST-015,SO-00028,
JE-000061,GL-000257,2025-01-29,4050,0.0,239.3,Sales Body - SO-00028,SO-00028,
JE-000062,GL-000258,2025-01-29,5050,190.15,0.0,COGS Body - SO-00028,SO-00028,
JE-000062,GL-000259,2025-01-29,1250,0.0,190.15,Inventory release Body - SO-00028,SO-00028,
JE-000063,GL-000260,2025-03-01,1010,239.3,0.0,Customer payment CUST-015,SO-00028,
JE-000063,GL-000261,2025-03-01,1100,0.0,239.3,Apply receipt SO-00028,SO-00028,
JE-000064,GL-000262,2025-01-30,1100,1439.94,0.0,Invoice SO-00029 to CUST-046,SO-00029,
JE-000064,GL-000263,2025-01-30,4060,0.0,424.0,Sales Accessories - SO-00029,SO-00029,
JE-000064,GL-000264,2025-01-30,4040,0.0,414.92,Sales Suspension - SO-00029,SO-00029,
JE-000064,GL-000265,2025-01-30,4050,0.0,601.02,Sales Body - SO-00029,SO-00029,
JE-000065,GL-000266,2025-01-30,5060,299.92,0.0,COGS Accessories - SO-00029,SO-00029,
JE-000065,GL-000267,2025-01-30,1260,0.0,299.92,Inventory release Accessories - SO-00029,SO-00029,
